customer_id,first_name,last_name,email_address,phone_number,age,salary,join_date,country,status,score,account_balance,latitude,longitude,user_agent,_invalid_email_address,_is_outlier
C00022,Kswdi,Mgdasnt,kswdi.mgdasnt@outlook.com,+1-555-7314,72,127729,2022-02-12,Canada,Inactive,39,31708.17,-81.983198,89.570661,WVfvqWITXDpmiJTCVsdx Browser/1.0,False,False
C00023,Ocmgi,Ppjggre,ocmgi.ppjggre@outlook.com,+1-555-3352,84,34462,2023-11-20,CANADA,Inactive,32,6060.41,85.342583,156.178038,NPFfhTHimTgENpauITFd Browser/1.0,False,False
C00024,Angio,Ssxrjko,angio.ssxrjko@gmail.com,+1-555-8904,34,159811,2021-04-20,France,active,35,25304.97,48.724086,-134.115725,DhNRFBkRPffTpAVOTMZF Browser/1.0,False,False
C00025,Sfmqj,Bxpmkuk,sfmqj.bxpmkuk@hotmail.com,+1-555-6062,77,54924,2024-02-03,uk,ACTIVE,88,10069.27,-36.311938,140.447513,OhRWdmpkDMEUFMxMhynt Browser/1.0,False,False
C00026,Dalbb,Wtbjwws,dalbb.wtbjwws@gmail.com,+1-555-2239,67,142624,2022-12-03,Germany,TRUE,51,27564.81,68.022755,142.539602,ksmptOWJiZdZEcVMApbP Browser/1.0,False,False
C00027,Jsvtb,Iddeukt,jsvtb.iddeukt@yahoo.com,+1-555-8785,78,261891,2024-12-20,Canada,active,19,40649.19,75.081119,-128.583797,gPPqgoWBuQwPZbAKyHBA Browser/1.0,False,False
C00028,Qtdsf,Zhlcthg,missing@,+1-555-1138,73,223798,2022-04-25,Australia,Active,90,45025.64,55.707928,-35.659955,WUheIoBFwfAUyihYJqAT Browser/1.0,True,False
C00029,Lrezj,Hcozzgf,lrezj.hcozzgf@gmail.com,+1-555-5477,83,138755,2023-12-15,Canada,inactive,43,39310.41,-89.843942,-57.862645,MdtUXTQJHiRDIretnkYt Browser/1.0,False,False
C00030,Pegcq,Wrrjlxk,pegcq.wrrjlxk@gmail.com,+1-555-8061,65,142250,2021-12-27,UK,Inactive,29,4905.92,-89.681898,-60.39092786228859,FVIjCYQLmwEguxtOnzXF Browser/1.0,False,False
C00031,Mkcte,Wvinbpp,mkcte.wvinbpp@yahoo.com,+1-555-5874,999,126479,2020-07-06,uk,Active,76,2203.78,15.064357,38.484893,YHkzPjLTAKpVEDJhKeEc Browser/1.0,False,True
C00032,Zmpjk,Rqggiuc,zmpjk.rqggiuc@gmail.com,+1-555-9726,82,205796,2021-01-12,USA,Inactive,24,31613.84,68.128483,-111.849832,YDjuvkfAbvPxyQiXqUFT Browser/1.0,False,False
C00033,Bdhra,Strhrws,bdhra.strhrws@hotmail.com,+1-555-6254,73,278104,2020-10-22,Canada,TRUE,37,44874.68,-68.887921,-68.691963,cDSwhGcNAGLmuGQemKvZ Browser/1.0,False,False
C00034,Awqei,Ggwgxri,awqei.ggwgxri@gmail.com,+1-555-1622,24,41825,2020-06-07,Australia,inactive,84,13540.92,2.823035,-158.133601,hHJayJjfcoidOOxjMSbp Browser/1.0,False,False
C00035,Ucwfq,Krghewh,ucwfq.krghewh@yahoo.com,+1-555-2157,66,129481,2021-05-16,Australia,False,16,20413.99,-85.185437,149.805413,ujgwvDesRflRmuFWVvAB Browser/1.0,False,False
C00036,Kcibq,Qnkvxch,kcibq.qnkvxch@gmail.com,+1-555-4075,49,216408,2021-12-05,Canada,active,62,36479.69,-43.95828,59.721635,NCLPuMeSBhlMQWdtDsfS Browser/1.0,False,False
C00037,Bxrlv,Mvfrddm,bxrlv.mvfrddm@outlook.com,+1-555-6638,25,105669,2021-01-02,France,TRUE,84,20866.97,65.457881,71.619161,pdQlxxLDLXHaZuupStcw Browser/1.0,False,False
C00038,Vapug,Uhkgdwu,vapug.uhkgdwu@yahoo.com,+1-555-6695,41,102850,2022-10-24,UK,pending,30,39835.67,-53.72956757159231,-166.262536,ajrVQHRkGaxHmlEZRSyX Browser/1.0,False,False
C00039,Rynge,Rpuagmi,rynge.rpuagmi@hotmail.com,+1-555-5089,50,172369,2024-02-02,UK,pending,71,44442.07,-36.753577,81.661242,ctrPBEuqhibEWucuaDzW Browser/1.0,False,False
C00040,Dlkac,Syercmv,dlkac.syercmv@outlook.com,+1-555-1414,56,50806,2023-04-27,Germany,inactive,24,44391.66,-49.406629,73.086204,YSyIbQgQCUNrwLjaXeQj Browser/1.0,False,False
C00041,Itpei,Alhejmw,itpei.alhejmw@gmail.com,+1-555-7501,78,199808,2022-07-15,Germany,pending,32,44022.27,54.47365,-162.590204,VeisMuVYGPHkiRcrJvBV Browser/1.0,False,False
C00042,Wnyvm,Zstvwyn,wnyvm.zstvwyn@outlook.com,+1-555-4183,66,298438,2023-02-26,Canada,False,13,20224.63,75.319136,88.394635,BGzWjdChWWmWZLvYTWTY Browser/1.0,False,False
C00043,Dbfdo,Tqgwlok,dbfdo.tqgwlok@hotmail.com,+1-555-3885,81,120412,2023-02-06,UK,Active,18,38005.12,65.206611,6.368405,EvswfxBPlFsSyIKpUOzV Browser/1.0,False,False
C00044,Nfnvg,Lufkvtv,nfnvg.lufkvtv@gmail.com,+1-555-8716,36,298713,2021-05-21,France,pending,58,16069.52,27.464208,-126.364686,ZkMDmPgLYMGGAWXSvTEC Browser/1.0,False,False
C00045,Dneig,Ojmpbwc,dneig.ojmpbwc@hotmail.com,+1-555-5844,21,49735,2020-02-15,Germany,Inactive,57,2934.71,-6.64388304178282,-91.47733242867263,FoUORrCJvqccDJDWKGRF Browser/1.0,False,False
C00046,Alfyl,Vedwsgi,alfyl.vedwsgi@yahoo.com,+1-555-6996,66,175372,2024-11-20,Germany,TRUE,5,14506.95,33.79918,66.916293,bcCpzPIHTedBFXjRgXJS Browser/1.0,False,False
C00047,Qkpwd,Nlcpwcl,qkpwd.nlcpwcl@yahoo.com,+1-555-2597,54,157643,2021-02-21,CANADA,Inactive,55,4314.68,14.232879,-79.74441055254574,dYPDZIFunbOUGFdxyYmQ Browser/1.0,False,False
C00048,Vjxdw,Pjjnqgs,vjxdw.pjjnqgs@gmail.com,+1-555-7473,40,136360,2020-04-15,Australia,False,56,-133.77,7.322855378220663,95.756494,NGVWWmUUGEbzZbwRzOuu Browser/1.0,False,False
C00049,Pexdg,Hjlexen,pexdg.hjlexen@yahoo.com,+1-555-5326,24,163295,2023-09-11,Australia,ACTIVE,8,24041.61,47.909295,-39.529231,eShSTmcgXOWRtmIWtPtV Browser/1.0,False,False
C00050,Ygmse,Zwbacyn,ygmse.zwbacyn@gmail.com,+1-555-7219,19,81458,2022-02-17,UK,False,53,44272.38,32.40307,-55.77492,BxRLRpduJBgTPWDdbCuU Browser/1.0,False,False
C00051,Fwwhq,Zhwztav,fwwhq.zhwztav@yahoo.com,+1-555-6310,37,287292,2024-05-07,Germany,Inactive,21,25714.68,-53.581616,41.180106,FyPTaykucJdLLmMpAQTl Browser/1.0,False,False
C00052,Iilrt,Psszzbu,missing@,+1-555-7536,60,59501,2023-05-19,USA,active,76,15604.66,42.424018,-81.475129,ggmOEvNwxtAzmKVaZRYv Browser/1.0,True,False
C00053,Avkrn,Diydtvi,avkrn.diydtvi@yahoo.com,+1-555-8174,72,150954,2022-02-28,France,Active,14,21113.79,79.569465,-43.996291,eZTmHMtlMfOuZNwUJlwX Browser/1.0,False,False
C00054,Qslrl,Cjoovmg,qslrl.cjoovmg@yahoo.com,+1-555-2907,84,297738,2022-10-22,USA,TRUE,56,10009.76,-81.791912,-20.525488,COzUAkgfmaFEqMdACprh Browser/1.0,False,False
C00055,Jeztq,Aarikqa,missing@,+1-555-2749,55,204374,2022-06-11,USA,TRUE,98,25304.97,28.682065,-167.741814,RYcBSfgOxolItBEXKNsI Browser/1.0,True,False
C00056,Ljpqo,Dlxaqsj,ljpqo.dlxaqsj@hotmail.com,+1-555-2734,44,114127,2023-07-19,France,pending,82,38758.14,-22.16310716569868,-48.046058,cvAEqbbMQQwsSvIHUURB Browser/1.0,False,False
C00057,Vhrff,Bwxpktc,vhrff.bwxpktc@yahoo.com,+1-555-9220,64,256719,2022-10-14,Australia,Inactive,28,31219.69,-0.855587,-122.210172,YcTOpySBLlbgHwAKxrMN Browser/1.0,False,False
C00058,Bwsxt,Zjbrcod,bwsxt.zjbrcod@yahoo.com,+1-555-4514,51,55805,2021-02-04,Canada,TRUE,32,5675.59,-13.88782,45.43705,agPdiICrdOJwtzqPooHa Browser/1.0,False,False
C00059,Miqam,Pyxmfdq,miqam.pyxmfdq@outlook.com,+1-555-9645,19,239861,2023-01-09,USA,TRUE,51,38751.57,-69.954704,24.882414,ozdxFjiIJCsDhmfwvDIt Browser/1.0,False,False
C00060,Klxyv,Zvkhzen,klxyv.zvkhzen@outlook.com,+1-555-9521,68,85176,2021-06-13,Canada,inactive,7,6402.96,89.111845,-116.545859,BTSLlwnFbeuqqLtqxffe Browser/1.0,False,False
C00061,Neuyo,Obkqetl,neuyo.obkqetl@hotmail.com,+1-555-5766,51,249469,2022-12-04,USA,TRUE,32,23790.3,-55.287362,119.82352,rcuGtYVhJibWyJfPxJAx Browser/1.0,False,False
C00062,Uxgvf,Gkjunbw,uxgvf.gkjunbw@hotmail.com,+1-555-4605,51,254996,2023-05-04,USA,inactive,97,44496.93,80.698367,130.684462,gBkPHpIYnWPjQhIaFCrP Browser/1.0,False,False
C00063,Pnbdi,Uzxcmif,pnbdi.uzxcmif@yahoo.com,+1-555-3309,53,25582,2022-06-09,Canada,active,29,11799.15,-79.198422,111.202863,fIXazUUrehCFDlLPfFMR Browser/1.0,False,False
C00064,Qamzl,Stlefvu,qamzl.stlefvu@yahoo.com,+1-555-8583,79,103601,2024-12-05,France,pending,21,639.87,22.159402,-77.135272,yzPILYbBuLhJErTJTFhA Browser/1.0,False,False
C00065,Pppvg,Cksawtv,pppvg.cksawtv@gmail.com,+1-555-4588,56,273129,2020-05-14,France,pending,92,3173.3,-88.921421,107.640707,vmjZyNdAdvLWJTspCDru Browser/1.0,False,False
C00066,Btlgg,Stccsyk,btlgg.stccsyk@hotmail.com,+1-555-5983,23,272026,2020-11-15,Canada,Inactive,97,4870.02,-88.540994,178.703478,fpnANhCNomBMjUQTvTnJ Browser/1.0,False,False
C00067,Dersi,Qtxuoex,dersi.qtxuoex@outlook.com,+1-555-1935,35,230262,2023-04-03,USA,pending,2,11398.76,-20.803031,151.027946,QxBfoiawbVCtmlwjchWF Browser/1.0,False,False
C00068,Ellih,Skaysbm,ellih.skaysbm@gmail.com,+1-555-9519,64,139273,2022-06-06,Germany,Active,70,12171.05,-19.751277,-59.546103,HUWjLKmbVkTvclfSfGHg Browser/1.0,False,False
C00069,Whzqn,Pzwfcms,whzqn.pzwfcms@outlook.com,+1-555-6927,70,158638,2024-07-24,Canada,Inactive,15,47999.49,77.421738,-168.411711,kyFUsvkXWJbyMLcGjprw Browser/1.0,False,False
C00070,Pufqo,Sijqxxd,pufqo.sijqxxd@hotmail.com,+1-555-5960,75,202833,2022-11-08,Australia,ACTIVE,30,41288.37,-67.24161,40.943906,vifJJeOOPehachugXdRz Browser/1.0,False,False
C00071,Xekwb,Cjyzddm,xekwb.cjyzddm@hotmail.com,+1-555-8200,45,120524,2022-05-11,Germany,False,100,43545.88,-73.98676,179.350543,hDWlXGwiONSLsFFJdIHe Browser/1.0,False,False
C00072,Zgbjy,Kukxezu,zgbjy.kukxezu@outlook.com,+1-555-5742,70,198475,2022-03-09,Canada,False,36,47075.86,-53.555899,-32.217205,MdtUXTQJHiRDIretnkYt Browser/1.0,False,False
C00073,Shwhx,Lxqogkf,shwhx.lxqogkf@yahoo.com,+1-555-2164,73,251304,2023-08-21,UK,Inactive,88,12744.58,-43.485996,-110.784504,DajXRqKjLZKUqBqRqNjf Browser/1.0,False,False
C00074,Hkfor,Ssjlgnf,hkfor.ssjlgnf@outlook.com,+1-555-4874,82,147640,2022-04-17,UK,pending,46,45759.89,65.071735,-3.399034,liqpqRRvOqNWBKKoLppZ Browser/1.0,False,False
C00075,Kstlr,Lieiblj,kstlr.lieiblj@hotmail.com,+1-555-8502,39,113698,2022-05-26,USA,inactive,26,27783.87,57.780842,91.570492,IfJKcEKqQKmbNxCkCeuI Browser/1.0,False,False
C00076,Vywdp,Ofgkeuv,vywdp.ofgkeuv@gmail.com,+1-555-8368,39,220257,2021-03-19,uk,pending,50,35353.39,60.408134,94.707546,RLwbTAOrhVAOGrBDMFqn Browser/1.0,False,False
C00077,Pkcrt,Nsofusw,pkcrt.nsofusw@hotmail.com,+1-555-9723,44,255981,2022-06-21,Germany,active,57,40129.09,-11.763009,-75.425929,MaouRhkotYZkwxCMdpoB Browser/1.0,False,False
C00078,Cvwqs,Briricf,cvwqs.briricf@hotmail.com,+1-555-6623,80,260791,2023-02-01,USA,pending,10,12588.9,69.36404,-121.420112,eixUjQdDQLrTLEoVcZkK Browser/1.0,False,False
C00079,Wvjfx,Mhmxjto,wvjfx.mhmxjto@yahoo.com,+1-555-5502,80,98526,2021-04-24,Germany,False,100,43027.49,-42.919402,-29.505861837835774,uifGrhgheZWBFAWmkfiw Browser/1.0,False,False
C00080,Xmfec,Movorto,xmfec.movorto@gmail.com,+1-555-1035,30,27545,2024-05-05,France,False,98,37291.92,-27.843455,-38.252451,EFBQKFsyCxPGMuNdKnkW Browser/1.0,False,False
C00081,Ribki,Aroslnr,ribki.aroslnr@yahoo.com,+1-555-6641,39,164191,2023-10-07,France,Inactive,43,8739.88,18.812508,-117.157425,MiftrNYIsisNlmebjlht Browser/1.0,False,False
C00082,Fpcbq,Jcwozls,fpcbq.jcwozls@yahoo.com,+1-555-9055,71,155333,2024-12-13,USA,inactive,82,15345.69,-51.707373,-92.084491,eCVTWpSwTqshxoIKiyIY Browser/1.0,False,False
C00083,Xvbfv,Nmifodd,xvbfv.nmifodd@yahoo.com,+1-555-9587,30,186617,2024-08-25,UK,False,8,19704.17,4.769484741471607,-51.810786,jzZrFGajsUVePKNzzhVk Browser/1.0,False,False
C00084,Muvrh,Nppsatr,muvrh.nppsatr@gmail.com,+1-555-3120,61,204258,2022-11-21,Canada,active,47,40483.19,9.181331,-50.1692,qnXyCIQDNeNOtcUEWNiZ Browser/1.0,False,False
C00085,Msjzr,Pqssnor,msjzr.pqssnor@outlook.com,+1-555-7167,28,147364,2022-05-22,France,Active,92,2532.88,33.542489,-43.830528,RpSjLPtyYEvZhThRFArp Browser/1.0,False,False
C00086,Nbwwr,Kppbztq,nbwwr.kppbztq@outlook.com,+1-555-6365,19,106157,2022-08-26,France,pending,35,21877.14,23.628103,-98.367323,gvexZxJpnafLEgwVUUOo Browser/1.0,False,False
C00087,Hlowk,Fmiskgh,hlowk.fmiskgh@yahoo.com,+1-555-5360,44,217072,2023-02-26,UK,active,72,35305.22,70.927123,-126.603768,VZyxRbgUPjIRxyVyLbLN Browser/1.0,False,False
C00088,Ncwat,Lcmfzce,ncwat.lcmfzce@hotmail.com,+1-555-6962,56,268725,2022-04-15,Canada,False,89,24260.94,-41.416678,-90.658137,fihJBkDsjSubnTWFHqsN Browser/1.0,False,False
C00089,Ebdva,Rhwmyll,ebdva.rhwmyll@gmail.com,+1-555-1138,45,298664,2022-07-20,France,TRUE,24,38697.16,-77.26671,5.062891383986209,SiLmIdtqGeHjrxEjPuiV Browser/1.0,False,False
C00090,Bvaql,Nuwvbub,bvaql.nuwvbub@hotmail.com,+1-555-6647,48,162896,2021-11-24,France,ACTIVE,62,26013.25,-16.480744,-87.160586,apbZJMoxgbBSfIVHEOjQ Browser/1.0,False,False
C00091,Uoued,Toggobq,uoued.toggobq@outlook.com,+1-555-6610,21,56784,2024-12-19,UK,TRUE,97,29345.32,-44.22622870988983,-77.56568801152682,pOpGWqqfNFJFzSmSnPTW Browser/1.0,False,False
C00092,Iiehs,Aeiptcf,iiehs.aeiptcf@yahoo.com,+1-555-2090,22,169171,2022-06-02,Germany,inactive,26,39249.22,30.768805,157.914244,kcZbNosmycKLSoYLLmZl Browser/1.0,False,False
C00093,Wunxf,Isadgaz,wunxf.isadgaz@hotmail.com,+1-555-1992,61,209225,2020-03-18,USA,Inactive,67,30378.34,87.924692,129.625777,vrsrGKGTPuNKSmNboBDV Browser/1.0,False,False
C00094,Koqmr,Gwhrfym,koqmr.gwhrfym@hotmail.com,+1-555-1338,50,226967,2023-02-18,USA,active,70,4213.2,-48.268321,-5.92483,THnEIKxGEdRYHmQjRevh Browser/1.0,False,False
C00095,Qaprm,Nzetenh,qaprm.nzetenh@hotmail.com,+1-555-4421,67,271103,2022-09-28,uk,pending,76,16920.97,-86.299952,116.270698,cfIUAFgQYrQXiwoxplTx Browser/1.0,False,False
C00096,Uoygz,Xynqhui,uoygz.xynqhui@outlook.com,+1-555-9142,58,81106,2020-03-02,France,Active,66,35642.32,-36.250172,-124.365171,sRtzIxeMdCvBybnxnxuz Browser/1.0,False,False
C00097,Jcyrb,Wtgzjmq,jcyrb.wtgzjmq@yahoo.com,+1-555-8453,64,241069,2024-03-16,Germany,Inactive,34,47089.01,-40.033008,15.92232812132948,OuzZFEZFvCAeltMRlvbk Browser/1.0,False,False
C00098,Wjhuh,Cikhydw,wjhuh.cikhydw@outlook.com,+1-555-2458,26,229185,2022-02-09,Germany,Active,61,30506.67,-26.249946,170.783118,dJEmJQkwqbJnMjFjCQXm Browser/1.0,False,False
C00099,Pmklk,Nxifxle,pmklk.nxifxle@hotmail.com,+1-555-1258,85,237842,2024-03-19,USA,inactive,100,29483.25,-36.726012,-152.111653,aVyqraaIatlhCzjmhVrw Browser/1.0,False,False
C00100,Rqhjr,Fgxthdf,rqhjr.fgxthdf@hotmail.com,+1-555-4047,24,155632,2024-01-03,Canada,TRUE,26,29980.07,-35.081472,-75.178252,fcEddXlvuEuzwoZTEBWj Browser/1.0,False,False
C00101,Raukp,Hqkdumj,raukp.hqkdumj@gmail.com,+1-555-7194,81,176400,2024-06-28,France,Active,81,17556.57,-76.257127,-162.470757,kLxUYdTytujYXcKDPeRB Browser/1.0,False,False
C00102,Adiva,Tfmlfqd,adiva.tfmlfqd@outlook.com,+1-555-9529,68,239946,2023-01-25,CANADA,TRUE,78,44815.76,18.116009,28.192523,wpNpfyvYhJKStqrpcqqX Browser/1.0,False,False
C00103,Rjmkv,Gxqejai,rjmkv.gxqejai@gmail.com,+1-555-1168,70,193735,2022-02-15,USA,ACTIVE,47,36396.98,-13.256705,-124.538721,fkHDqYLIOPdYDyaDBZJq Browser/1.0,False,False
C00104,Mokgp,Dobhjsr,mokgp.dobhjsr@outlook.com,+1-555-4919,44,176956,2024-11-27,UK,TRUE,8,17772.71,-23.896276,-12.654312,aIqoCLBDSfguyErPMjBb Browser/1.0,False,False
C00105,Afxmj,Olundiu,afxmj.olundiu@outlook.com,+1-555-9564,20,106932,2023-04-18,Canada,Active,57,29488.68,-87.342376,57.218178,aBCbdRnqxvVzFvajAQBm Browser/1.0,False,False
C00106,Vtktx,Pwdlzyw,vtktx.pwdlzyw@outlook.com,+1-555-4125,78,289628,2020-01-15,Australia,ACTIVE,36,24017.56,80.051515,46.017542,FYKmLHztJJCQkjpFcjyv Browser/1.0,False,False
C00107,Nbekc,Bbhxojn,nbekc.bbhxojn@hotmail.com,+1-555-2679,59,267383,2020-04-03,USA,pending,58,4724.76,2.573116,-46.526456,IFqjPOtzSBwrnQRGptfO Browser/1.0,False,False
C00108,Mbdcw,Klqajzd,mbdcw.klqajzd@hotmail.com,+1-555-7374,52,78720,2022-08-14,UK,ACTIVE,94,25304.97,67.298795,31.84968525,VZyxRbgUPjIRxyVyLbLN Browser/1.0,False,False
C00109,Igcvw,Jrvolum,igcvw.jrvolum@yahoo.com,+1-555-6721,37,298322,2023-10-04,uk,TRUE,44,23303.36,-30.508804,105.321726,hHJayJjfcoidOOxjMSbp Browser/1.0,False,False
C00110,Sucwh,Cgtzcmh,sucwh.cgtzcmh@outlook.com,+1-555-6991,52,129657,2021-11-24,USA,Active,11,27918.9,2.055282,-168.530664,dyxzfrMtnmKUQzYxzrtK Browser/1.0,False,False
C00111,Gaohz,Wrejjyw,gaohz.wrejjyw@hotmail.com,+1-555-5994,61,154218,2023-09-14,uk,Inactive,75,39845.56,-66.778073,-165.29091,ajrVQHRkGaxHmlEZRSyX Browser/1.0,False,False
C00112,Rgpzl,Rmimrjz,rgpzl.rmimrjz@hotmail.com,+1-555-8337,41,287353,2024-09-23,France,inactive,46,18650.11,-55.547968,-154.091528,BYbBwjZJRpijUWHwNhjP Browser/1.0,False,False
C00113,Ymmlq,Eflpvgi,ymmlq.eflpvgi@gmail.com,+1-555-6516,48,107431,2022-04-17,Germany,Inactive,49,31016.07,22.851766943662998,-3.936551288740899,RiEHvqWBDIBxKKhpznMQ Browser/1.0,False,False
C00114,Mvadx,Mwwaxuq,mvadx.mwwaxuq@outlook.com,+1-555-3366,39,104725,2022-02-19,uk,ACTIVE,5,42802.05,-51.571809,-19.937867,nzzCuZVEAegRFDEkvaYE Browser/1.0,False,False
C00115,Wzopk,Iytlnar,wzopk.iytlnar@gmail.com,+1-555-9567,25,220397,2021-05-12,France,active,11,31917.51,80.074471,-1.1456847846914604,jyRVqmcWNgnJJDvjxgzY Browser/1.0,False,False
C00116,Quwjn,Qqumfdh,quwjn.qqumfdh@yahoo.com,+1-555-9580,20,52043,2024-09-02,Germany,Inactive,19,20931.51,-45.878985,-172.255645,WnTvIFoJFZIwtUrIKYkI Browser/1.0,False,False
C00117,Qbfko,Dcsbrlz,qbfko.dcsbrlz@yahoo.com,+1-555-3014,19,70332,2023-02-07,Canada,TRUE,31,47126.84,-30.182903,-138.680082,bycDQrcODwlrhMxXinFu Browser/1.0,False,False
C00118,Oclls,Kkulqph,@domain.com,+1-555-3789,39,263402,2021-01-08,UK,False,2,37861.95,-21.496419,-87.61897450574057,fpbDEQPkZUXqEgmHzakm Browser/1.0,True,False
C00119,Cgyes,Vxdekek,cgyes.vxdekek@gmail.com,+1-555-5092,23,62950,2022-03-25,CANADA,active,12,35613.02,-33.74417228830967,-97.257861,KlzwRxhpyitDlBpWEBDw Browser/1.0,False,False
C00120,Ijcbo,Uevzjac,ijcbo.uevzjac@hotmail.com,+1-555-4552,54,210021,2024-11-05,Germany,Inactive,90,40396.8,47.383843,43.95062296843955,ZbTHfymcPSalIIWPvIyL Browser/1.0,False,False
C00121,Mxarg,Bysfjke,mxarg.bysfjke@yahoo.com,+1-555-4717,67,72725,2021-11-28,Germany,Inactive,26,25824.92,-78.083507,-51.971789,ZqmdlWGYZaOYNBKbuwtt Browser/1.0,False,False
C00122,Wczsu,Roqssyq,wczsu.roqssyq@hotmail.com,+1-555-7902,54,88690,2022-02-01,Canada,Inactive,5,24067.03,54.229723,4.178765,qhHtvPeJSmYaCGFndXCa Browser/1.0,False,False
